original_term_id	slim_term_id
OBI:2100102	OBI:0001977
OBI:1110175	OBI:0001977
OBI:0001806	OBI:0001977
OBI:0001812	OBI:0001977
OBI:0003154	OBI:0001977
OBI:2100335	OBI:0001977
OBI:2100132	OBI:0001977
OBI:2100012	OBI:0001977
OBI:2100065	OBI:0001977
OBI:0003024	OBI:0001977
OBI:2100367	OBI:0001977
OBI:0001798	OBI:0001977
OBI:2100201	OBI:0001977
OBI:2100255	OBI:0001977
OBI:0001791	OBI:0001977
OBI:0001804	OBI:0001977
OBI:0001749	OBI:0001977
OBI:1110172	OBI:0001977
OBI:2100005	OBI:0001977
OBI:2100026	OBI:0001977
OBI:0000903	OBI:0001977
OBI:0000883	OBI:0001977
OBI:2100049	OBI:0001977
OBI:0001783	OBI:0001977
OBI:0001482	OBI:0001977
OBI:0001562	OBI:0001977
OBI:2100379	OBI:0001977
OBI:2100395	OBI:0001977
OBI:0003126	OBI:0001977
OBI:2100011	OBI:0001977
OBI:2100056	OBI:0001977
OBI:0001240	OBI:0001977
OBI:0003022	OBI:0001977
OBI:1110177	OBI:0001977
OBI:0003189	OBI:0001977
OBI:0003185	OBI:0001977
OBI:2100106	OBI:0001977
OBI:2100164	OBI:0001977
OBI:0001272	OBI:0001977
OBI:2100009	OBI:0001977
OBI:0001545	OBI:0001977
OBI:0003021	OBI:0001977
OBI:0001796	OBI:0001977
OBI:0003023	OBI:0001977
OBI:2100058	OBI:0001977
OBI:2100336	OBI:0001977
OBI:0003149	OBI:0001977
OBI:2100334	OBI:0001977
OBI:0001659	OBI:0001977
OBI:0003162	OBI:0001977
OBI:0001342	OBI:0001977
OBI:0002115	OBI:0001977
OBI:0001744	OBI:0001977
OBI:1110059	OBI:0001977
OBI:0001846	OBI:0001977
OBI:0003028	OBI:0001977
OBI:0003226	OBI:0001977
OBI:0001785	OBI:0001977
OBI:2100101	OBI:0001977
OBI:0001552	OBI:0001977
OBI:1110178	OBI:0001977
OBI:0001354	OBI:0001977
OBI:1110174	OBI:0001977
OBI:0000664	OBI:0001977
OBI:0000916	OBI:0001977
OBI:2100366	OBI:0001977
OBI:0003016	OBI:0001977
